Period,MSA,Unemployment Rate
2006,"Abilene, TX MSA",4.0
2006,"Aguadilla-Isabela, PR MSA",12.7
2006,"Akron, OH MSA",5.3
2006,"Albany, GA MSA",5.3
2006,"Albany, OR MSA",6.5
2006,"Albany-Schenectady-Troy, NY MSA",3.9
2006,"Albuquerque, NM MSA",3.9
2006,"Alexandria, LA MSA",4.1
2006,"Allentown-Bethlehem-Easton, PA-NJ MSA",4.6
2006,"Altoona, PA MSA",4.5
2006,"Amarillo, TX MSA",3.7
2006,"Ames, IA MSA",2.6
2006,"Anchorage, AK MSA",5.8
2006,"Ann Arbor, MI MSA",4.8
2006,"Anniston-Oxford-Jacksonville, AL MSA",4.0
2006,"Appleton, WI MSA",4.5
2006,"Arecibo, PR MSA",11.6
2006,"Asheville, NC MSA",3.8
2006,"Athens-Clarke County, GA MSA",4.0
2006,"Atlanta-Sandy Springs-Roswell, GA MSA",4.7
2006,"Atlantic City-Hammonton, NJ MSA",5.8
2006,"Auburn-Opelika, AL MSA",3.4
2006,"Augusta-Richmond County, GA-SC MSA",5.9
2006,"Austin-Round Rock, TX MSA",4.1
2006,"Bakersfield, CA MSA",7.6
2006,"Baltimore-Columbia-Towson, MD MSA",4.1
2006,"Bangor, ME Met NECTA",4.6
2006,"Barnstable Town, MA Met NECTA",4.9
2006,"Baton Rouge, LA MSA",4.4
2006,"Battle Creek, MI MSA",7.2
2006,"Bay City, MI MSA",7.2
2006,"Beaumont-Port Arthur, TX MSA",5.9
2006,"Beckley, WV MSA",4.9
2006,"Bellingham, WA MSA",4.9
2006,"Bend-Redmond, OR MSA",4.6
2006,"Billings, MT MSA",2.9
2006,"Binghamton, NY MSA",4.5
2006,"Birmingham-Hoover, AL MSA",3.7
2006,"Bismarck, ND MSA",2.9
2006,"Blacksburg-Christiansburg-Radford, VA MSA",3.4
2006,"Bloomington, IL MSA",3.5
2006,"Bloomington, IN MSA",4.5
2006,"Bloomsburg-Berwick, PA MSA",5.2
2006,"Boise City, ID MSA",3.1
2006,"Boston-Cambridge-Nashua, MA-NH Met NECTA",4.5
2006,"Boulder, CO MSA",3.7
2006,"Bowling Green, KY MSA",5.4
2006,"Bremerton-Silverdale, WA MSA",5.1
2006,"Bridgeport-Stamford-Norwalk, CT Met NECTA",4.0
2006,"Brownsville-Harlingen, TX MSA",6.6
2006,"Brunswick, GA MSA",4.1
2006,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",5.0
2006,"Burlington, NC MSA",5.5
2006,"Burlington-South Burlington, VT Met NECTA",3.4
2006,"California-Lexington Park, MD MSA",3.4
2006,"Canton-Massillon, OH MSA",5.8
2006,"Cape Coral-Fort Myers, FL MSA",2.9
2006,"Cape Girardeau, MO-IL MSA",4.6
2006,"Carbondale-Marion, IL MSA",4.3
2006,"Carson City, NV MSA",4.6
2006,"Casper, WY MSA",3.0
2006,"Cedar Rapids, IA MSA",3.7
2006,"Chambersburg-Waynesboro, PA MSA",3.3
2006,"Champaign-Urbana, IL MSA",3.7
2006,"Charleston, WV MSA",4.5
2006,"Charleston-North Charleston, SC MSA",5.2
2006,"Charlotte-Concord-Gastonia, NC-SC MSA",5.0
2006,"Charlottesville, VA MSA",2.7
2006,"Chattanooga, TN-GA MSA",4.4
2006,"Cheyenne, WY MSA",3.9
2006,"Chicago-Naperville-Elgin, IL-IN-WI MSA",4.6
2006,"Chico, CA MSA",6.2
2006,"Cincinnati, OH-KY-IN MSA",5.2
2006,"Clarksville, TN-KY MSA",5.2
2006,"Cleveland, TN MSA",5.1
2006,"Cleveland-Elyria, OH MSA",4.9
2006,"Coeur d'Alene, ID MSA",3.8
2006,"College Station-Bryan, TX MSA",4.1
2006,"Colorado Springs, CO MSA",4.6
2006,"Columbia, MO MSA",3.3
2006,"Columbia, SC MSA",5.6
2006,"Columbus, GA-AL MSA",5.4
2006,"Columbus, IN MSA",4.2
2006,"Columbus, OH MSA",4.8
2006,"Corpus Christi, TX MSA",4.9
2006,"Corvallis, OR MSA",4.7
2006,"Crestview-Fort Walton Beach-Destin, FL MSA",2.4
2006,"Cumberland, MD-WV MSA",5.5
2006,"Dallas-Fort Worth-Arlington, TX MSA",4.8
2006,"Dalton, GA MSA",4.4
2006,"Danbury, CT Met NECTA",3.3
2006,"Danville, IL MSA",5.6
2006,"Daphne-Fairhope-Foley, AL MSA",3.2
2006,"Davenport-Moline-Rock Island, IA-IL MSA",4.1
2006,"Dayton, OH MSA",5.8
2006,"Decatur, AL MSA",4.1
2006,"Decatur, IL MSA",5.3
2006,"Deltona-Daytona Beach-Ormond Beach, FL MSA",3.4
2006,"Denver-Aurora-Lakewood, CO MSA",4.4
2006,"Des Moines-West Des Moines, IA MSA",3.4
2006,"Detroit-Warren-Dearborn, MI MSA",7.1
2006,"Dothan, AL MSA",3.6
2006,"Dover, DE MSA",3.2
2006,"Dover-Durham, NH-ME Met NECTA",3.3
2006,"Dubuque, IA MSA",3.7
2006,"Duluth, MN-WI MSA",5.1
2006,"Durham-Chapel Hill, NC MSA",3.9
2006,"East Stroudsburg, PA MSA",5.2
2006,"Eau Claire, WI MSA",4.4
2006,"El Centro, CA MSA",15.4
2006,"El Paso, TX MSA",6.7
2006,"Elizabethtown-Fort Knox, KY MSA",5.6
2006,"Elkhart-Goshen, IN MSA",4.8
2006,"Elmira, NY MSA",4.8
2006,"Erie, PA MSA",5.1
2006,"Eugene, OR MSA",5.4
2006,"Evansville, IN-KY MSA",4.7
2006,"Fairbanks, AK MSA",5.7
2006,"Fargo, ND-MN MSA",2.7
2006,"Farmington, NM MSA",4.3
2006,"Fayetteville, NC MSA",5.4
2006,"Fayetteville-Springdale-Rogers, AR-MO MSA",3.5
2006,"Flagstaff, AZ MSA",4.4
2006,"Flint, MI MSA",8.5
2006,"Florence, SC MSA",7.4
2006,"Florence-Muscle Shoals, AL MSA",4.4
2006,"Fond du Lac, WI MSA",4.7
2006,"Fort Collins, CO MSA",4.0
2006,"Fort Smith, AR-OK MSA",4.6
2006,"Fort Wayne, IN MSA",5.0
2006,"Fresno, CA MSA",8.0
2006,"Gadsden, AL MSA",4.2
2006,"Gainesville, FL MSA",2.7
2006,"Gainesville, GA MSA",3.8
2006,"Gettysburg, PA MSA",3.4
2006,"Glens Falls, NY MSA",4.3
2006,"Goldsboro, NC MSA",4.7
2006,"Grand Forks, ND-MN MSA",3.5
2006,"Grand Island, NE MSA",3.0
2006,"Grand Junction, CO MSA",4.0
2006,"Grand Rapids-Wyoming, MI MSA",6.1
2006,"Grants Pass, OR MSA",6.6
2006,"Great Falls, MT MSA",3.4
2006,"Greeley, CO MSA",4.7
2006,"Green Bay, WI MSA",4.7
2006,"Greensboro-High Point, NC MSA",4.8
2006,"Greenville, NC MSA",5.2
2006,"Greenville-Anderson-Mauldin, SC MSA",6.0
2006,"Guayama, PR MSA",15.1
2006,"Gulfport-Biloxi-Pascagoula, MS MSA",9.1
2006,"Hagerstown-Martinsburg, MD-WV MSA",4.4
2006,"Hammond, LA MSA",5.2
2006,"Hanford-Corcoran, CA MSA",8.5
2006,"Harrisburg-Carlisle, PA MSA",3.7
2006,"Harrisonburg, VA MSA",2.7
2006,"Hartford-West Hartford-East Hartford, CT Met NECTA",4.6
2006,"Hattiesburg, MS MSA",4.9
2006,"Hickory-Lenoir-Morganton, NC MSA",5.9
2006,"Hilton Head Island-Bluffton-Beaufort, SC MSA",4.8
2006,"Hinesville, GA MSA",5.4
2006,"Homosassa Springs, FL MSA",3.8
2006,"Hot Springs, AR MSA",5.2
2006,"Houma-Thibodaux, LA MSA",3.4
2006,"Houston-The Woodlands-Sugar Land, TX MSA",5.0
2006,"Huntington-Ashland, WV-KY-OH MSA",5.0
2006,"Huntsville, AL MSA",3.4
2006,"Idaho Falls, ID MSA",2.8
2006,"Indianapolis-Carmel-Anderson, IN MSA",4.5
2006,"Iowa City, IA MSA",2.7
2006,"Ithaca, NY MSA",3.4
2006,"Jackson, MI MSA",7.4
2006,"Jackson, MS MSA",5.2
2006,"Jackson, TN MSA",5.6
2006,"Jacksonville, FL MSA",3.3
2006,"Jacksonville, NC MSA",4.5
2006,"Janesville-Beloit, WI MSA",5.1
2006,"Jefferson City, MO MSA",4.1
2006,"Johnson City, TN MSA",4.9
2006,"Johnstown, PA MSA",5.3
2006,"Jonesboro, AR MSA",5.2
2006,"Joplin, MO MSA",4.3
2006,"Kahului-Wailuku-Lahaina, HI MSA",2.5
2006,"Kalamazoo-Portage, MI MSA",5.8
2006,"Kankakee, IL MSA",5.6
2006,"Kansas City, MO-KS MSA",5.0
2006,"Kennewick-Richland, WA MSA",6.6
2006,"Killeen-Temple, TX MSA",5.2
2006,"Kingsport-Bristol-Bristol, TN-VA MSA",4.8
2006,"Kingston, NY MSA",4.1
2006,"Knoxville, TN MSA",4.4
2006,"Kokomo, IN MSA",6.4
2006,"La Crosse-Onalaska, WI-MN MSA",3.9
2006,"Lafayette, LA MSA",3.5
2006,"Lafayette-West Lafayette, IN MSA",4.4
2006,"Lake Charles, LA MSA",3.9
2006,"Lake Havasu City-Kingman, AZ MSA",4.4
2006,"Lakeland-Winter Haven, FL MSA",3.7
2006,"Lancaster, PA MSA",3.5
2006,"Lansing-East Lansing, MI MSA",6.1
2006,"Laredo, TX MSA",5.4
2006,"Las Cruces, NM MSA",4.7
2006,"Las Vegas-Henderson-Paradise, NV MSA",4.0
2006,"Lawrence, KS MSA",3.8
2006,"Lawton, OK MSA",4.0
2006,"Lebanon, PA MSA",3.4
2006,"Leominster-Gardner, MA Met NECTA",6.2
2006,"Lewiston, ID-WA MSA",3.9
2006,"Lewiston-Auburn, ME Met NECTA",4.6
2006,"Lexington-Fayette, KY MSA",4.5
2006,"Lima, OH MSA",6.1
2006,"Lincoln, NE MSA",2.8
2006,"Little Rock-North Little Rock-Conway, AR MSA",4.6
2006,"Logan, UT-ID MSA",2.3
2006,"Longview, TX MSA",4.5
2006,"Longview, WA MSA",7.1
2006,"Los Angeles-Long Beach-Anaheim, CA MSA",4.5
2006,"Louisville/Jefferson County, KY-IN MSA",5.6
2006,"Lubbock, TX MSA",4.0
2006,"Lynchburg, VA MSA",3.3
2006,"Macon, GA MSA",5.5
2006,"Madera, CA MSA",7.0
2006,"Madison, WI MSA",3.5
2006,"Manchester, NH Met NECTA",3.5
2006,"Manhattan, KS MSA",3.4
2006,"Mankato-North Mankato, MN MSA",3.2
2006,"Mansfield, OH MSA",6.1
2006,"Mayaguez, PR MSA",12.1
2006,"McAllen-Edinburg-Mission, TX MSA",7.3
2006,"Medford, OR MSA",5.7
2006,"Memphis, TN-MS-AR MSA",5.7
2006,"Merced, CA MSA",9.4
2006,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",3.1
2006,"Michigan City-La Porte, IN MSA",5.8
2006,"Midland, MI MSA",5.8
2006,"Midland, TX MSA",3.4
2006,"Milwaukee-Waukesha-West Allis, WI MSA",4.9
2006,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",3.8
2006,"Missoula, MT MSA",3.2
2006,"Mobile, AL MSA",4.2
2006,"Modesto, CA MSA",8.0
2006,"Monroe, LA MSA",4.3
2006,"Monroe, MI MSA",6.7
2006,"Montgomery, AL MSA",4.0
2006,"Morgantown, WV MSA",3.7
2006,"Morristown, TN MSA",5.8
2006,"Mount Vernon-Anacortes, WA MSA",5.6
2006,"Muncie, IN MSA",6.0
2006,"Muskegon, MI MSA",7.2
2006,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA",5.2
2006,"Napa, CA MSA",3.9
2006,"Naples-Immokalee-Marco Island, FL MSA",3.1
2006,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",4.3
2006,"New Bedford, MA Met NECTA",7.0
2006,"New Bern, NC MSA",4.4
2006,"New Haven, CT Met NECTA",4.5
2006,"New Orleans-Metairie, LA MSA",5.0
2006,"New York-Newark-Jersey City, NY-NJ-PA MSA",4.6
2006,"Niles-Benton Harbor, MI MSA",7.3
2006,"North Port-Sarasota-Bradenton, FL MSA",3.1
2006,"Norwich-New London-Westerly, CT-RI Met NECTA",4.2
2006,"Ocala, FL MSA",3.4
2006,"Ocean City, NJ MSA",7.0
2006,"Odessa, TX MSA",3.9
2006,"Ogden-Clearfield, UT MSA",3.1
2006,"Oklahoma City, OK MSA",4.0
2006,"Olympia-Tumwater, WA MSA",5.0
2006,"Omaha-Council Bluffs, NE-IA MSA",3.5
2006,"Orlando-Kissimmee-Sanford, FL MSA",3.2
2006,"Oshkosh-Neenah, WI MSA",4.5
2006,"Owensboro, KY MSA",5.5
2006,"Oxnard-Thousand Oaks-Ventura, CA MSA",4.3
2006,"Palm Bay-Melbourne-Titusville, FL MSA",3.3
2006,"Panama City, FL MSA",3.1
2006,"Parkersburg-Vienna, WV MSA",5.0
2006,"Pensacola-Ferry Pass-Brent, FL MSA",3.1
2006,"Peoria, IL MSA",3.9
2006,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",4.5
2006,"Phoenix-Mesa-Scottsdale, AZ MSA",3.7
2006,"Pine Bluff, AR MSA",7.7
2006,"Pittsburgh, PA MSA",4.7
2006,"Pittsfield, MA Met NECTA",4.5
2006,"Pocatello, ID MSA",3.4
2006,"Ponce, PR MSA",11.8
2006,"Port St. Lucie, FL MSA",4.0
2006,"Portland-South Portland, ME Met NECTA",3.4
2006,"Portland-Vancouver-Hillsboro, OR-WA MSA",5.1
2006,"Portsmouth, NH-ME Met NECTA",3.3
2006,"Prescott, AZ MSA",4.0
2006,"Providence-Warwick, RI-MA Met NECTA",5.2
2006,"Provo-Orem, UT MSA",2.9
2006,"Pueblo, CO MSA",5.6
2006,"Punta Gorda, FL MSA",3.3
2006,"Racine, WI MSA",5.7
2006,"Raleigh, NC MSA",3.7
2006,"Rapid City, SD MSA",3.0
2006,"Reading, PA MSA",4.4
2006,"Redding, CA MSA",6.5
2006,"Reno, NV MSA",3.9
2006,"Richmond, VA MSA",3.3
2006,"Riverside-San Bernardino-Ontario, CA MSA",4.9
2006,"Roanoke, VA MSA",3.1
2006,"Rochester, MN MSA",3.6
2006,"Rochester, NY MSA",4.4
2006,"Rockford, IL MSA",5.3
2006,"Rocky Mount, NC MSA",6.4
2006,"Rome, GA MSA",4.5
2006,"Sacramento--Roseville--Arden-Arcade, CA MSA",4.7
2006,"Saginaw, MI MSA",7.7
2006,"Salem, OR MSA",5.5
2006,"Salinas, CA MSA",6.9
2006,"Salisbury, MD-DE MSA",4.1
2006,"Salt Lake City, UT MSA",2.9
2006,"San Angelo, TX MSA",4.1
2006,"San Antonio-New Braunfels, TX MSA",4.6
2006,"San Diego-Carlsbad, CA MSA",4.0
2006,"San Francisco-Oakland-Hayward, CA MSA",4.2
2006,"San German, PR MSA",11.2
2006,"San Jose-Sunnyvale-Santa Clara, CA MSA",4.6
2006,"San Juan-Carolina-Caguas, PR MSA",9.6
2006,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",3.9
2006,"Santa Cruz-Watsonville, CA MSA",5.7
2006,"Santa Fe, NM MSA",3.4
2006,"Santa Maria-Santa Barbara, CA MSA",4.1
2006,"Santa Rosa, CA MSA",4.0
2006,"Savannah, GA MSA",3.9
2006,"Scranton--Wilkes-Barre--Hazleton, PA MSA",5.2
2006,"Seattle-Tacoma-Bellevue, WA MSA",4.2
2006,"Sebastian-Vero Beach, FL MSA",4.1
2006,"Sebring, FL MSA",3.8
2006,"Sheboygan, WI MSA",4.0
2006,"Sherman-Denison, TX MSA",4.9
2006,"Shreveport-Bossier City, LA MSA",4.4
2006,"Sierra Vista-Douglas, AZ MSA",4.5
2006,"Sioux City, IA-NE-SD MSA",3.9
2006,"Sioux Falls, SD MSA",2.7
2006,"South Bend-Mishawaka, IN-MI MSA",5.3
2006,"Spartanburg, SC MSA",7.0
2006,"Spokane-Spokane Valley, WA MSA",5.7
2006,"Springfield, IL MSA",4.1
2006,"Springfield, MA-CT Met NECTA",5.3
2006,"Springfield, MO MSA",3.9
2006,"Springfield, OH MSA",5.6
2006,"St. Cloud, MN MSA",4.1
2006,"St. George, UT MSA",3.0
2006,"St. Joseph, MO-KS MSA",4.6
2006,"St. Louis, MO-IL MSA",5.0
2006,"State College, PA MSA",3.7
2006,"Staunton-Waynesboro, VA MSA",2.9
2006,"Stockton-Lodi, CA MSA",7.4
2006,"Sumter, SC MSA",7.8
2006,"Syracuse, NY MSA",4.6
2006,"Tallahassee, FL MSA",2.8
2006,"Tampa-St. Petersburg-Clearwater, FL MSA",3.5
2006,"Terre Haute, IN MSA",6.3
2006,"Texarkana, TX-AR MSA",5.1
2006,"The Villages, FL MSA",2.8
2006,"Toledo, OH MSA",6.1
2006,"Topeka, KS MSA",4.9
2006,"Trenton, NJ MSA",4.3
2006,"Tucson, AZ MSA",4.1
2006,"Tulsa, OK MSA",3.9
2006,"Tuscaloosa, AL MSA",3.6
2006,"Tyler, TX MSA",4.6
2006,"Urban Honolulu, HI MSA",2.5
2006,"Utica-Rome, NY MSA",4.5
2006,"Valdosta, GA MSA",3.9
2006,"Vallejo-Fairfield, CA MSA",4.9
2006,"Victoria, TX MSA",4.1
2006,"Vineland-Bridgeton, NJ MSA",7.0
2006,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",3.4
2006,"Visalia-Porterville, CA MSA",8.5
2006,"Waco, TX MSA",4.9
2006,"Walla Walla, WA MSA",6.0
2006,"Warner Robins, GA MSA",4.5
2006,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",3.1
2006,"Waterbury, CT Met NECTA",5.4
2006,"Waterloo-Cedar Falls, IA MSA",3.7
2006,"Watertown-Fort Drum, NY MSA",5.4
2006,"Wausau, WI MSA",4.3
2006,"Weirton-Steubenville, WV-OH MSA",7.2
2006,"Wenatchee, WA MSA",5.6
2006,"Wheeling, WV-OH MSA",5.5
2006,"Wichita Falls, TX MSA",4.2
2006,"Wichita, KS MSA",4.6
2006,"Williamsport, PA MSA",5.2
2006,"Wilmington, NC MSA",3.8
2006,"Winchester, VA-WV MSA",2.9
2006,"Winston-Salem, NC MSA",4.7
2006,"Worcester, MA-CT Met NECTA",5.1
2006,"Yakima, WA MSA",7.4
2006,"York-Hanover, PA MSA",4.0
2006,"Youngstown-Warren-Boardman, OH-PA MSA",6.2
2006,"Yuba City, CA MSA",8.9
2006,"Yuma, AZ MSA",15.0
2006,U.S. Average,4.6
2007,"Abilene, TX MSA",3.5
2007,"Aguadilla-Isabela, PR MSA",12.6
2007,"Akron, OH MSA",5.4
2007,"Albany, GA MSA",5.1
2007,"Albany, OR MSA",6.3
2007,"Albany-Schenectady-Troy, NY MSA",4.0
2007,"Albuquerque, NM MSA",3.7
2007,"Alexandria, LA MSA",4.3
2007,"Allentown-Bethlehem-Easton, PA-NJ MSA",4.4
2007,"Altoona, PA MSA",4.2
2007,"Amarillo, TX MSA",3.3
2007,"Ames, IA MSA",2.8
2007,"Anchorage, AK MSA",5.6
2007,"Ann Arbor, MI MSA",4.9
2007,"Anniston-Oxford-Jacksonville, AL MSA",3.9
2007,"Appleton, WI MSA",4.7
2007,"Arecibo, PR MSA",11.8
2007,"Asheville, NC MSA",3.6
2007,"Athens-Clarke County, GA MSA",3.7
2007,"Atlanta-Sandy Springs-Roswell, GA MSA",4.4
2007,"Atlantic City-Hammonton, NJ MSA",5.9
2007,"Auburn-Opelika, AL MSA",3.6
2007,"Augusta-Richmond County, GA-SC MSA",5.4
2007,"Austin-Round Rock, TX MSA",3.7
2007,"Bakersfield, CA MSA",8.2
2007,"Baltimore-Columbia-Towson, MD MSA",3.6
2007,"Bangor, ME Met NECTA",4.7
2007,"Barnstable Town, MA Met NECTA",4.7
2007,"Baton Rouge, LA MSA",4.2
2007,"Battle Creek, MI MSA",7.0
2007,"Bay City, MI MSA",6.9
2007,"Beaumont-Port Arthur, TX MSA",5.3
2007,"Beckley, WV MSA",4.8
2007,"Bellingham, WA MSA",4.7
2007,"Bend-Redmond, OR MSA",5.0
2007,"Billings, MT MSA",2.7
2007,"Binghamton, NY MSA",4.5
2007,"Birmingham-Hoover, AL MSA",3.6
2007,"Bismarck, ND MSA",2.9
2007,"Blacksburg-Christiansburg-Radford, VA MSA",3.9
2007,"Bloomington, IL MSA",3.8
2007,"Bloomington, IN MSA",3.9
2007,"Bloomsburg-Berwick, PA MSA",4.8
2007,"Boise City, ID MSA",2.9
2007,"Boston-Cambridge-Nashua, MA-NH Met NECTA",4.2
2007,"Boulder, CO MSA",3.3
2007,"Bowling Green, KY MSA",4.8
2007,"Bremerton-Silverdale, WA MSA",4.9
2007,"Bridgeport-Stamford-Norwalk, CT Met NECTA",4.1
2007,"Brownsville-Harlingen, TX MSA",5.9
2007,"Brunswick, GA MSA",3.8
2007,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",4.8
2007,"Burlington, NC MSA",5.1
2007,"Burlington-South Burlington, VT Met NECTA",3.5
2007,"California-Lexington Park, MD MSA",2.9
2007,"Canton-Massillon, OH MSA",5.8
2007,"Cape Coral-Fort Myers, FL MSA",4.7
2007,"Cape Girardeau, MO-IL MSA",4.7
2007,"Carbondale-Marion, IL MSA",5.5
2007,"Carson City, NV MSA",4.8
2007,"Casper, WY MSA",2.6
2007,"Cedar Rapids, IA MSA",3.7
2007,"Chambersburg-Waynesboro, PA MSA",3.4
2007,"Champaign-Urbana, IL MSA",4.2
2007,"Charleston, WV MSA",4.2
2007,"Charleston-North Charleston, SC MSA",4.5
2007,"Charlotte-Concord-Gastonia, NC-SC MSA",5.0
2007,"Charlottesville, VA MSA",2.5
2007,"Chattanooga, TN-GA MSA",4.1
2007,"Cheyenne, WY MSA",3.6
2007,"Chicago-Naperville-Elgin, IL-IN-WI MSA",4.9
2007,"Chico, CA MSA",6.7
2007,"Cincinnati, OH-KY-IN MSA",5.0
2007,"Clarksville, TN-KY MSA",5.2
2007,"Cleveland, TN MSA",4.6
2007,"Cleveland-Elyria, OH MSA",5.4
2007,"Coeur d'Alene, ID MSA",3.4
2007,"College Station-Bryan, TX MSA",3.7
2007,"Colorado Springs, CO MSA",4.2
2007,"Columbia, MO MSA",3.7
2007,"Columbia, SC MSA",5.0
2007,"Columbus, GA-AL MSA",5.2
2007,"Columbus, IN MSA",3.6
2007,"Columbus, OH MSA",4.8
2007,"Corpus Christi, TX MSA",4.3
2007,"Corvallis, OR MSA",4.1
2007,"Crestview-Fort Walton Beach-Destin, FL MSA",3.0
2007,"Cumberland, MD-WV MSA",5.0
2007,"Dallas-Fort Worth-Arlington, TX MSA",4.3
2007,"Dalton, GA MSA",4.6
2007,"Danbury, CT Met NECTA",3.4
2007,"Danville, IL MSA",6.1
2007,"Daphne-Fairhope-Foley, AL MSA",3.1
2007,"Davenport-Moline-Rock Island, IA-IL MSA",4.2
2007,"Dayton, OH MSA",5.9
2007,"Decatur, AL MSA",3.6
2007,"Decatur, IL MSA",5.6
2007,"Deltona-Daytona Beach-Ormond Beach, FL MSA",4.5
2007,"Denver-Aurora-Lakewood, CO MSA",3.8
2007,"Des Moines-West Des Moines, IA MSA",3.4
2007,"Detroit-Warren-Dearborn, MI MSA",7.2
2007,"Dothan, AL MSA",3.6
2007,"Dover, DE MSA",3.4
2007,"Dover-Durham, NH-ME Met NECTA",3.4
2007,"Dubuque, IA MSA",4.0
2007,"Duluth, MN-WI MSA",5.5
2007,"Durham-Chapel Hill, NC MSA",3.9
2007,"East Stroudsburg, PA MSA",4.9
2007,"Eau Claire, WI MSA",4.6
2007,"El Centro, CA MSA",18.0
2007,"El Paso, TX MSA",5.8
2007,"Elizabethtown-Fort Knox, KY MSA",5.3
2007,"Elkhart-Goshen, IN MSA",4.6
2007,"Elmira, NY MSA",4.6
2007,"Erie, PA MSA",4.8
2007,"Eugene, OR MSA",5.2
2007,"Evansville, IN-KY MSA",4.5
2007,"Fairbanks, AK MSA",5.6
2007,"Fargo, ND-MN MSA",2.8
2007,"Farmington, NM MSA",3.4
2007,"Fayetteville, NC MSA",5.3
2007,"Fayetteville-Springdale-Rogers, AR-MO MSA",3.8
2007,"Flagstaff, AZ MSA",3.7
2007,"Flint, MI MSA",8.4
2007,"Florence, SC MSA",6.2
2007,"Florence-Muscle Shoals, AL MSA",4.4
2007,"Fond du Lac, WI MSA",4.7
2007,"Fort Collins, CO MSA",3.4
2007,"Fort Smith, AR-OK MSA",5.2
2007,"Fort Wayne, IN MSA",4.7
2007,"Fresno, CA MSA",8.6
2007,"Gadsden, AL MSA",4.5
2007,"Gainesville, FL MSA",3.1
2007,"Gainesville, GA MSA",3.6
2007,"Gettysburg, PA MSA",3.3
2007,"Glens Falls, NY MSA",4.3
2007,"Goldsboro, NC MSA",4.5
2007,"Grand Forks, ND-MN MSA",3.4
2007,"Grand Island, NE MSA",2.7
2007,"Grand Junction, CO MSA",3.2
2007,"Grand Rapids-Wyoming, MI MSA",6.2
2007,"Grants Pass, OR MSA",7.1
2007,"Great Falls, MT MSA",3.5
2007,"Greeley, CO MSA",4.1
2007,"Green Bay, WI MSA",4.8
2007,"Greensboro-High Point, NC MSA",4.9
2007,"Greenville, NC MSA",5.1
2007,"Greenville-Anderson-Mauldin, SC MSA",5.2
2007,"Guayama, PR MSA",14.8
2007,"Gulfport-Biloxi-Pascagoula, MS MSA",5.3
2007,"Hagerstown-Martinsburg, MD-WV MSA",4.3
2007,"Hammond, LA MSA",4.6
2007,"Hanford-Corcoran, CA MSA",8.7
2007,"Harrisburg-Carlisle, PA MSA",3.6
2007,"Harrisonburg, VA MSA",2.6
2007,"Hartford-West Hartford-East Hartford, CT Met NECTA",4.7
2007,"Hattiesburg, MS MSA",4.8
2007,"Hickory-Lenoir-Morganton, NC MSA",5.9
2007,"Hilton Head Island-Bluffton-Beaufort, SC MSA",4.4
2007,"Hinesville, GA MSA",4.9
2007,"Homosassa Springs, FL MSA",5.1
2007,"Hot Springs, AR MSA",5.5
2007,"Houma-Thibodaux, LA MSA",3.0
2007,"Houston-The Woodlands-Sugar Land, TX MSA",4.2
2007,"Huntington-Ashland, WV-KY-OH MSA",4.6
2007,"Huntsville, AL MSA",3.1
2007,"Idaho Falls, ID MSA",2.3
2007,"Indianapolis-Carmel-Anderson, IN MSA",4.1
2007,"Iowa City, IA MSA",2.8
2007,"Ithaca, NY MSA",3.4
2007,"Jackson, MI MSA",7.6
2007,"Jackson, MS MSA",5.1
2007,"Jackson, TN MSA",5.1
2007,"Jacksonville, FL MSA",3.9
2007,"Jacksonville, NC MSA",4.5
2007,"Janesville-Beloit, WI MSA",5.5
2007,"Jefferson City, MO MSA",4.2
2007,"Johnson City, TN MSA",4.4
2007,"Johnstown, PA MSA",5.3
2007,"Jonesboro, AR MSA",5.4
2007,"Joplin, MO MSA",4.6
2007,"Kahului-Wailuku-Lahaina, HI MSA",2.9
2007,"Kalamazoo-Portage, MI MSA",5.7
2007,"Kankakee, IL MSA",6.2
2007,"Kansas City, MO-KS MSA",5.1
2007,"Kennewick-Richland, WA MSA",5.8
2007,"Killeen-Temple, TX MSA",4.6
2007,"Kingsport-Bristol-Bristol, TN-VA MSA",4.3
2007,"Kingston, NY MSA",4.3
2007,"Knoxville, TN MSA",3.8
2007,"Kokomo, IN MSA",5.3
2007,"La Crosse-Onalaska, WI-MN MSA",4.1
2007,"Lafayette, LA MSA",3.4
2007,"Lafayette-West Lafayette, IN MSA",4.0
2007,"Lake Charles, LA MSA",4.1
2007,"Lake Havasu City-Kingman, AZ MSA",4.7
2007,"Lakeland-Winter Haven, FL MSA",4.6
2007,"Lancaster, PA MSA",3.4
2007,"Lansing-East Lansing, MI MSA",5.9
2007,"Laredo, TX MSA",4.7
2007,"Las Cruces, NM MSA",4.2
2007,"Las Vegas-Henderson-Paradise, NV MSA",4.5
2007,"Lawrence, KS MSA",3.9
2007,"Lawton, OK MSA",4.2
