Period,MSA,Unemployment Rate
2010,"Los Angeles-Long Beach-Anaheim, CA MSA",11.8
2010,"Louisville/Jefferson County, KY-IN MSA",9.8
2010,"Lubbock, TX MSA",6.3
2010,"Lynchburg, VA MSA",7.8
2010,"Macon, GA MSA",11.3
2010,"Madera, CA MSA",16.6
2010,"Madison, WI MSA",6.4
2010,"Manchester, NH Met NECTA",6.1
2010,"Manhattan, KS MSA",5.1
2010,"Mankato-North Mankato, MN MSA",6.3
2010,"Mansfield, OH MSA",12.1
2010,"Mayaguez, PR MSA",18.3
2010,"McAllen-Edinburg-Mission, TX MSA",11.7
2010,"Medford, OR MSA",12.5
2010,"Memphis, TN-MS-AR MSA",9.7
2010,"Merced, CA MSA",18.0
2010,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",10.8
2010,"Michigan City-La Porte, IN MSA",12.0
2010,"Midland, MI MSA",9.7
2010,"Midland, TX MSA",5.9
2010,"Milwaukee-Waukesha-West Allis, WI MSA",8.9
2010,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",7.3
2010,"Missoula, MT MSA",7.3
2010,"Mobile, AL MSA",11.3
2010,"Modesto, CA MSA",16.9
2010,"Monroe, LA MSA",8.5
2010,"Monroe, MI MSA",11.7
2010,"Montgomery, AL MSA",9.9
2010,"Morgantown, WV MSA",6.3
2010,"Morristown, TN MSA",11.5
2010,"Mount Vernon-Anacortes, WA MSA",10.9
2010,"Muncie, IN MSA",11.5
2010,"Muskegon, MI MSA",14.5
2010,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA",12.3
2010,"Napa, CA MSA",10.3
2010,"Naples-Immokalee-Marco Island, FL MSA",11.6
2010,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",8.6
2010,"New Bedford, MA Met NECTA",11.6
2010,"New Bern, NC MSA",10.7
2010,"New Haven, CT Met NECTA",9.3
2010,"New Orleans-Metairie, LA MSA",7.8
2010,"New York-Newark-Jersey City, NY-NJ-PA MSA",8.9
2010,"Niles-Benton Harbor, MI MSA",12.0
2010,"North Port-Sarasota-Bradenton, FL MSA",11.5
2010,"Norwich-New London-Westerly, CT-RI Met NECTA",9.2
2010,"Ocala, FL MSA",13.6
2010,"Ocean City, NJ MSA",14.0
2010,"Odessa, TX MSA",8.3
2010,"Ogden-Clearfield, UT MSA",7.8
2010,"Oklahoma City, OK MSA",5.9
2010,"Olympia-Tumwater, WA MSA",9.0
2010,"Omaha-Council Bluffs, NE-IA MSA",5.1
2010,"Orlando-Kissimmee-Sanford, FL MSA",11.1
2010,"Oshkosh-Neenah, WI MSA",7.8
2010,"Owensboro, KY MSA",9.4
2010,"Oxnard-Thousand Oaks-Ventura, CA MSA",10.8
2010,"Palm Bay-Melbourne-Titusville, FL MSA",11.2
2010,"Panama City, FL MSA",10.5
2010,"Parkersburg-Vienna, WV MSA",9.1
2010,"Pensacola-Ferry Pass-Brent, FL MSA",9.9
2010,"Peoria, IL MSA",10.0
2010,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",8.8
2010,"Phoenix-Mesa-Scottsdale, AZ MSA",9.6
2010,"Pine Bluff, AR MSA",10.1
2010,"Pittsburgh, PA MSA",8.0
2010,"Pittsfield, MA Met NECTA",8.9
2010,"Pocatello, ID MSA",8.0
2010,"Ponce, PR MSA",19.3
2010,"Port St. Lucie, FL MSA",12.7
2010,"Portland-South Portland, ME Met NECTA",6.8
2010,"Portland-Vancouver-Hillsboro, OR-WA MSA",10.2
2010,"Portsmouth, NH-ME Met NECTA",5.6
2010,"Prescott, AZ MSA",10.7
2010,"Providence-Warwick, RI-MA Met NECTA",11.1
2010,"Provo-Orem, UT MSA",7.5
2010,"Pueblo, CO MSA",10.4
2010,"Punta Gorda, FL MSA",12.7
2010,"Racine, WI MSA",10.1
2010,"Raleigh, NC MSA",8.6
2010,"Rapid City, SD MSA",5.2
2010,"Reading, PA MSA",8.7
2010,"Redding, CA MSA",16.8
2010,"Reno, NV MSA",13.0
2010,"Richmond, VA MSA",8.0
2010,"Riverside-San Bernardino-Ontario, CA MSA",13.7
2010,"Roanoke, VA MSA",7.6
2010,"Rochester, MN MSA",6.3
2010,"Rochester, NY MSA",8.1
2010,"Rockford, IL MSA",13.9
2010,"Rocky Mount, NC MSA",13.7
2010,"Rome, GA MSA",11.9
2010,"Sacramento--Roseville--Arden-Arcade, CA MSA",12.4
2010,"Saginaw, MI MSA",12.2
2010,"Salem, OR MSA",10.9
2010,"Salinas, CA MSA",12.9
2010,"Salisbury, MD-DE MSA",9.8
2010,"Salt Lake City, UT MSA",7.7
2010,"San Angelo, TX MSA",6.5
2010,"San Antonio-New Braunfels, TX MSA",7.2
2010,"San Diego-Carlsbad, CA MSA",10.7
2010,"San Francisco-Oakland-Hayward, CA MSA",9.9
2010,"San German, PR MSA",19.0
2010,"San Jose-Sunnyvale-Santa Clara, CA MSA",10.5
2010,"San Juan-Carolina-Caguas, PR MSA",14.7
2010,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",10.0
2010,"Santa Cruz-Watsonville, CA MSA",13.3
2010,"Santa Fe, NM MSA",6.9
2010,"Santa Maria-Santa Barbara, CA MSA",9.7
2010,"Santa Rosa, CA MSA",10.7
2010,"Savannah, GA MSA",9.8
2010,"Scranton--Wilkes-Barre--Hazleton, PA MSA",9.5
2010,"Seattle-Tacoma-Bellevue, WA MSA",9.7
2010,"Sebastian-Vero Beach, FL MSA",13.8
2010,"Sebring, FL MSA",12.5
2010,"Sheboygan, WI MSA",9.3
2010,"Sherman-Denison, TX MSA",8.2
2010,"Shreveport-Bossier City, LA MSA",7.8
2010,"Sierra Vista-Douglas, AZ MSA",9.4
2010,"Sioux City, IA-NE-SD MSA",6.3
2010,"Sioux Falls, SD MSA",4.7
2010,"South Bend-Mishawaka, IN-MI MSA",11.5
2010,"Spartanburg, SC MSA",12.3
2010,"Spokane-Spokane Valley, WA MSA",10.4
2010,"Springfield, IL MSA",7.7
2010,"Springfield, MA-CT Met NECTA",9.2
2010,"Springfield, MO MSA",8.8
2010,"Springfield, OH MSA",11.0
2010,"St. Cloud, MN MSA",7.5
2010,"St. George, UT MSA",10.5
2010,"St. Joseph, MO-KS MSA",9.0
2010,"St. Louis, MO-IL MSA",9.6
2010,"State College, PA MSA",5.9
2010,"Staunton-Waynesboro, VA MSA",7.6
2010,"Stockton-Lodi, CA MSA",16.5
2010,"Sumter, SC MSA",12.4
2010,"Syracuse, NY MSA",8.5
2010,"Tallahassee, FL MSA",8.4
2010,"Tampa-St. Petersburg-Clearwater, FL MSA",11.1
2010,"Terre Haute, IN MSA",11.2
2010,"Texarkana, TX-AR MSA",7.6
2010,"The Villages, FL MSA",13.3
2010,"Toledo, OH MSA",11.2
2010,"Topeka, KS MSA",7.1
2010,"Trenton, NJ MSA",8.4
2010,"Tucson, AZ MSA",9.3
2010,"Tulsa, OK MSA",7.3
2010,"Tuscaloosa, AL MSA",9.9
2010,"Tyler, TX MSA",7.9
2010,"Urban Honolulu, HI MSA",6.0
2010,"Utica-Rome, NY MSA",7.8
2010,"Valdosta, GA MSA",9.6
2010,"Vallejo-Fairfield, CA MSA",12.5
2010,"Victoria, TX MSA",7.6
2010,"Vineland-Bridgeton, NJ MSA",13.0
2010,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",7.6
2010,"Visalia-Porterville, CA MSA",17.2
2010,"Waco, TX MSA",7.4
2010,"Walla Walla, WA MSA",8.1
2010,"Warner Robins, GA MSA",9.1
2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",6.4
2010,"Waterbury, CT Met NECTA",11.4
2010,"Waterloo-Cedar Falls, IA MSA",6.0
2010,"Watertown-Fort Drum, NY MSA",9.3
2010,"Wausau, WI MSA",9.3
2010,"Weirton-Steubenville, WV-OH MSA",13.3
2010,"Wenatchee, WA MSA",9.2
2010,"Wheeling, WV-OH MSA",9.9
2010,"Wichita Falls, TX MSA",7.7
2010,"Wichita, KS MSA",8.6
2010,"Williamsport, PA MSA",8.9
2010,"Wilmington, NC MSA",10.0
2010,"Winchester, VA-WV MSA",7.9
2010,"Winston-Salem, NC MSA",10.9
2010,"Worcester, MA-CT Met NECTA",8.9
2010,"Yakima, WA MSA",10.6
2010,"York-Hanover, PA MSA",8.4
2010,"Youngstown-Warren-Boardman, OH-PA MSA",11.8
2010,"Yuba City, CA MSA",18.1
2010,"Yuma, AZ MSA",25.2
2010,U.S. Average,9.6
2011,"Abilene, TX MSA",6.7
2011,"Aguadilla-Isabela, PR MSA",20.2
2011,"Akron, OH MSA",9.0
2011,"Albany, GA MSA",11.3
2011,"Albany, OR MSA",11.4
2011,"Albany-Schenectady-Troy, NY MSA",7.2
2011,"Albuquerque, NM MSA",7.6
2011,"Alexandria, LA MSA",7.8
2011,"Allentown-Bethlehem-Easton, PA-NJ MSA",8.7
2011,"Altoona, PA MSA",7.3
2011,"Amarillo, TX MSA",5.4
2011,"Ames, IA MSA",3.9
2011,"Anchorage, AK MSA",6.7
2011,"Ann Arbor, MI MSA",6.9
2011,"Anniston-Oxford-Jacksonville, AL MSA",10.3
2011,"Appleton, WI MSA",6.8
2011,"Arecibo, PR MSA",17.4
2011,"Asheville, NC MSA",8.4
2011,"Athens-Clarke County, GA MSA",9.0
2011,"Atlanta-Sandy Springs-Roswell, GA MSA",9.9
2011,"Atlantic City-Hammonton, NJ MSA",12.5
2011,"Auburn-Opelika, AL MSA",8.1
2011,"Augusta-Richmond County, GA-SC MSA",9.8
2011,"Austin-Round Rock, TX MSA",6.6
2011,"Bakersfield, CA MSA",14.8
2011,"Baltimore-Columbia-Towson, MD MSA",7.6
2011,"Bangor, ME Met NECTA",7.5
2011,"Barnstable Town, MA Met NECTA",8.6
2011,"Baton Rouge, LA MSA",7.7
2011,"Battle Creek, MI MSA",9.8
2011,"Bay City, MI MSA",9.9
2011,"Beaumont-Port Arthur, TX MSA",11.2
2011,"Beckley, WV MSA",7.8
2011,"Bellingham, WA MSA",8.9
2011,"Bend-Redmond, OR MSA",12.3
2011,"Billings, MT MSA",5.5
2011,"Binghamton, NY MSA",8.4
2011,"Birmingham-Hoover, AL MSA",8.7
2011,"Bismarck, ND MSA",3.5
2011,"Blacksburg-Christiansburg-Radford, VA MSA",7.1
2011,"Bloomington, IL MSA",6.8
2011,"Bloomington, IN MSA",8.0
2011,"Bloomsburg-Berwick, PA MSA",8.1
2011,"Boise City, ID MSA",8.3
2011,"Boston-Cambridge-Nashua, MA-NH Met NECTA",6.6
2011,"Boulder, CO MSA",6.4
2011,"Bowling Green, KY MSA",8.8
2011,"Bremerton-Silverdale, WA MSA",8.3
2011,"Bridgeport-Stamford-Norwalk, CT Met NECTA",8.5
2011,"Brownsville-Harlingen, TX MSA",11.5
2011,"Brunswick, GA MSA",10.9
2011,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",8.2
2011,"Burlington, NC MSA",9.6
2011,"Burlington-South Burlington, VT Met NECTA",4.3
2011,"California-Lexington Park, MD MSA",6.3
2011,"Canton-Massillon, OH MSA",9.4
2011,"Cape Coral-Fort Myers, FL MSA",10.9
2011,"Cape Girardeau, MO-IL MSA",7.4
2011,"Carbondale-Marion, IL MSA",8.5
2011,"Carson City, NV MSA",13.3
2011,"Casper, WY MSA",6.0
2011,"Cedar Rapids, IA MSA",5.7
2011,"Chambersburg-Waynesboro, PA MSA",7.3
2011,"Champaign-Urbana, IL MSA",7.8
2011,"Charleston, WV MSA",7.3
2011,"Charleston-North Charleston, SC MSA",8.8
2011,"Charlotte-Concord-Gastonia, NC-SC MSA",10.6
2011,"Charlottesville, VA MSA",5.9
2011,"Chattanooga, TN-GA MSA",8.2
2011,"Cheyenne, WY MSA",6.2
2011,"Chicago-Naperville-Elgin, IL-IN-WI MSA",9.9
2011,"Chico, CA MSA",13.7
2011,"Cincinnati, OH-KY-IN MSA",8.9
2011,"Clarksville, TN-KY MSA",9.3
2011,"Cleveland, TN MSA",9.2
2011,"Cleveland-Elyria, OH MSA",7.4
2011,"Coeur d'Alene, ID MSA",10.1
2011,"College Station-Bryan, TX MSA",6.3
2011,"Colorado Springs, CO MSA",9.0
2011,"Columbia, MO MSA",5.7
2011,"Columbia, SC MSA",9.1
2011,"Columbus, GA-AL MSA",9.8
2011,"Columbus, IN MSA",7.6
2011,"Columbus, OH MSA",7.9
2011,"Corpus Christi, TX MSA",8.3
2011,"Corvallis, OR MSA",6.4
2011,"Crestview-Fort Walton Beach-Destin, FL MSA",8.0
2011,"Cumberland, MD-WV MSA",8.8
2011,"Dallas-Fort Worth-Arlington, TX MSA",7.6
2011,"Dalton, GA MSA",12.4
2011,"Danbury, CT Met NECTA",7.1
2011,"Danville, IL MSA",9.9
2011,"Daphne-Fairhope-Foley, AL MSA",9.0
2011,"Davenport-Moline-Rock Island, IA-IL MSA",7.4
2011,"Dayton, OH MSA",9.4
2011,"Decatur, AL MSA",9.6
2011,"Decatur, IL MSA",10.0
2011,"Deltona-Daytona Beach-Ormond Beach, FL MSA",11.2
2011,"Denver-Aurora-Lakewood, CO MSA",8.2
2011,"Des Moines-West Des Moines, IA MSA",5.5
2011,"Detroit-Warren-Dearborn, MI MSA",11.4
2011,"Dothan, AL MSA",8.8
2011,"Dover, DE MSA",8.2
2011,"Dover-Durham, NH-ME Met NECTA",5.6
2011,"Dubuque, IA MSA",5.1
2011,"Duluth, MN-WI MSA",7.4
2011,"Durham-Chapel Hill, NC MSA",7.9
2011,"East Stroudsburg, PA MSA",9.7
2011,"Eau Claire, WI MSA",6.9
2011,"El Centro, CA MSA",29.2
2011,"El Paso, TX MSA",9.5
2011,"Elizabethtown-Fort Knox, KY MSA",9.6
2011,"Elkhart-Goshen, IN MSA",10.8
2011,"Elmira, NY MSA",7.9
2011,"Erie, PA MSA",8.2
2011,"Eugene, OR MSA",9.6
2011,"Evansville, IN-KY MSA",7.9
2011,"Fairbanks, AK MSA",6.5
2011,"Fargo, ND-MN MSA",3.9
2011,"Farmington, NM MSA",7.9
2011,"Fayetteville, NC MSA",10.5
2011,"Fayetteville-Springdale-Rogers, AR-MO MSA",6.5
2011,"Flagstaff, AZ MSA",9.6
2011,"Flint, MI MSA",11.5
2011,"Florence, SC MSA",11.8
2011,"Florence-Muscle Shoals, AL MSA",9.5
2011,"Fond du Lac, WI MSA",7.3
2011,"Fort Collins, CO MSA",7.1
2011,"Fort Smith, AR-OK MSA",8.8
2011,"Fort Wayne, IN MSA",9.2
2011,"Fresno, CA MSA",16.5
2011,"Gadsden, AL MSA",10.0
2011,"Gainesville, FL MSA",7.7
2011,"Gainesville, GA MSA",8.8
2011,"Gettysburg, PA MSA",6.7
2011,"Glens Falls, NY MSA",8.5
2011,"Goldsboro, NC MSA",9.0
2011,"Grand Forks, ND-MN MSA",4.7
2011,"Grand Island, NE MSA",4.3
2011,"Grand Junction, CO MSA",10.1
2011,"Grand Rapids-Wyoming, MI MSA",8.4
2011,"Grants Pass, OR MSA",12.6
2011,"Great Falls, MT MSA",6.4
2011,"Greeley, CO MSA",8.5
2011,"Green Bay, WI MSA",7.5
2011,"Greensboro-High Point, NC MSA",10.7
2011,"Greenville, NC MSA",10.1
2011,"Greenville-Anderson-Mauldin, SC MSA",9.4
2011,"Guayama, PR MSA",23.5
2011,"Gulfport-Biloxi-Pascagoula, MS MSA",9.6
2011,"Hagerstown-Martinsburg, MD-WV MSA",8.4
2011,"Hammond, LA MSA",9.6
2011,"Hanford-Corcoran, CA MSA",16.0
2011,"Harrisburg-Carlisle, PA MSA",7.1
2011,"Harrisonburg, VA MSA",6.7
2011,"Hartford-West Hartford-East Hartford, CT Met NECTA",8.8
2011,"Hattiesburg, MS MSA",9.1
2011,"Hickory-Lenoir-Morganton, NC MSA",11.9
2011,"Hilton Head Island-Bluffton-Beaufort, SC MSA",8.9
2011,"Hinesville, GA MSA",9.3
2011,"Homosassa Springs, FL MSA",12.5
2011,"Hot Springs, AR MSA",8.7
2011,"Houma-Thibodaux, LA MSA",6.2
2011,"Houston-The Woodlands-Sugar Land, TX MSA",7.8
2011,"Huntington-Ashland, WV-KY-OH MSA",8.6
2011,"Huntsville, AL MSA",8.3
2011,"Idaho Falls, ID MSA",6.9
2011,"Indianapolis-Carmel-Anderson, IN MSA",8.8
2011,"Iowa City, IA MSA",4.1
2011,"Ithaca, NY MSA",6.1
2011,"Jackson, MI MSA",10.0
2011,"Jackson, MS MSA",8.4
2011,"Jackson, TN MSA",9.4
2011,"Jacksonville, FL MSA",9.8
2011,"Jacksonville, NC MSA",8.3
2011,"Janesville-Beloit, WI MSA",9.6
2011,"Jefferson City, MO MSA",6.8
2011,"Johnson City, TN MSA",8.8
2011,"Johnstown, PA MSA",8.7
2011,"Jonesboro, AR MSA",7.8
2011,"Joplin, MO MSA",7.7
2011,"Kahului-Wailuku-Lahaina, HI MSA",7.9
2011,"Kalamazoo-Portage, MI MSA",9.2
2011,"Kankakee, IL MSA",11.5
2011,"Kansas City, MO-KS MSA",7.8
2011,"Kennewick-Richland, WA MSA",8.3
2011,"Killeen-Temple, TX MSA",7.9
2011,"Kingsport-Bristol-Bristol, TN-VA MSA",8.3
2011,"Kingston, NY MSA",7.9
2011,"Knoxville, TN MSA",7.8
2011,"Kokomo, IN MSA",10.4
2011,"La Crosse-Onalaska, WI-MN MSA",6.1
2011,"Lafayette, LA MSA",6.6
2011,"Lafayette-West Lafayette, IN MSA",7.6
2011,"Lake Charles, LA MSA",7.6
2011,"Lake Havasu City-Kingman, AZ MSA",12.3
2011,"Lakeland-Winter Haven, FL MSA",11.3
2011,"Lancaster, PA MSA",6.9
2011,"Lansing-East Lansing, MI MSA",8.4
2011,"Laredo, TX MSA",7.4
2011,"Las Cruces, NM MSA",7.6
2011,"Las Vegas-Henderson-Paradise, NV MSA",13.3
2011,"Lawrence, KS MSA",5.7
2011,"Lawton, OK MSA",5.8
2011,"Lebanon, PA MSA",6.9
2011,"Leominster-Gardner, MA Met NECTA",9.2
2011,"Lewiston, ID-WA MSA",7.1
2011,"Lewiston-Auburn, ME Met NECTA",8.1
2011,"Lexington-Fayette, KY MSA",7.3
2011,"Lima, OH MSA",9.5
2011,"Lincoln, NE MSA",4.0
2011,"Little Rock-North Little Rock-Conway, AR MSA",7.2
2011,"Logan, UT-ID MSA",5.3
2011,"Longview, TX MSA",7.2
2011,"Longview, WA MSA",11.8
2011,"Los Angeles-Long Beach-Anaheim, CA MSA",11.5
2011,"Louisville/Jefferson County, KY-IN MSA",9.2
2011,"Lubbock, TX MSA",6.1
2011,"Lynchburg, VA MSA",7.3
2011,"Macon, GA MSA",11.1
2011,"Madera, CA MSA",16.2
2011,"Madison, WI MSA",5.7
2011,"Manchester, NH Met NECTA",5.5
2011,"Manhattan, KS MSA",4.8
2011,"Mankato-North Mankato, MN MSA",5.3
2011,"Mansfield, OH MSA",10.6
2011,"Mayaguez, PR MSA",18.0
2011,"McAllen-Edinburg-Mission, TX MSA",11.6
2011,"Medford, OR MSA",11.7
2011,"Memphis, TN-MS-AR MSA",9.4
2011,"Merced, CA MSA",17.7
2011,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",9.6
2011,"Michigan City-La Porte, IN MSA",10.4
2011,"Midland, MI MSA",8.4
2011,"Midland, TX MSA",4.8
2011,"Milwaukee-Waukesha-West Allis, WI MSA",8.1
2011,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",6.3
2011,"Missoula, MT MSA",6.7
2011,"Mobile, AL MSA",10.8
2011,"Modesto, CA MSA",16.5
2011,"Monroe, LA MSA",8.4
2011,"Monroe, MI MSA",9.5
2011,"Montgomery, AL MSA",9.4
2011,"Morgantown, WV MSA",6.0
2011,"Morristown, TN MSA",10.6
2011,"Mount Vernon-Anacortes, WA MSA",10.4
2011,"Muncie, IN MSA",10.1
2011,"Muskegon, MI MSA",11.5
2011,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA",12.0
2011,"Napa, CA MSA",9.7
2011,"Naples-Immokalee-Marco Island, FL MSA",10.2
2011,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",7.8
2011,"New Bedford, MA Met NECTA",10.5
2011,"New Bern, NC MSA",10.4
2011,"New Haven, CT Met NECTA",9.1
2011,"New Orleans-Metairie, LA MSA",7.8
2011,"New York-Newark-Jersey City, NY-NJ-PA MSA",8.6
2011,"Niles-Benton Harbor, MI MSA",10.2
2011,"North Port-Sarasota-Bradenton, FL MSA",10.2
2011,"Norwich-New London-Westerly, CT-RI Met NECTA",9.2
2011,"Ocala, FL MSA",12.3
2011,"Ocean City, NJ MSA",14.7
2011,"Odessa, TX MSA",6.1
2011,"Ogden-Clearfield, UT MSA",6.9
2011,"Oklahoma City, OK MSA",5.0
2011,"Olympia-Tumwater, WA MSA",8.8
2011,"Omaha-Council Bluffs, NE-IA MSA",4.8
2011,"Orlando-Kissimmee-Sanford, FL MSA",10.1
2011,"Oshkosh-Neenah, WI MSA",7.0
2011,"Owensboro, KY MSA",8.3
2011,"Oxnard-Thousand Oaks-Ventura, CA MSA",10.2
2011,"Palm Bay-Melbourne-Titusville, FL MSA",10.9
2011,"Panama City, FL MSA",10.2
2011,"Parkersburg-Vienna, WV MSA",8.5
2011,"Pensacola-Ferry Pass-Brent, FL MSA",9.3
2011,"Peoria, IL MSA",8.6
2011,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",8.5
2011,"Phoenix-Mesa-Scottsdale, AZ MSA",8.7
2011,"Pine Bluff, AR MSA",10.7
2011,"Pittsburgh, PA MSA",7.4
2011,"Pittsfield, MA Met NECTA",7.9
2011,"Pocatello, ID MSA",7.5
2011,"Ponce, PR MSA",18.9
2011,"Port St. Lucie, FL MSA",11.7
2011,"Portland-South Portland, ME Met NECTA",6.5
2011,"Portland-Vancouver-Hillsboro, OR-WA MSA",8.9
2011,"Portsmouth, NH-ME Met NECTA",5.2
2011,"Prescott, AZ MSA",9.9
2011,"Providence-Warwick, RI-MA Met NECTA",10.7
2011,"Provo-Orem, UT MSA",6.3
2011,"Pueblo, CO MSA",10.4
2011,"Punta Gorda, FL MSA",11.3
2011,"Racine, WI MSA",9.1
2011,"Raleigh, NC MSA",8.2
2011,"Rapid City, SD MSA",4.9
2011,"Reading, PA MSA",7.9
2011,"Redding, CA MSA",16.0
2011,"Reno, NV MSA",12.7
2011,"Richmond, VA MSA",7.3
2011,"Riverside-San Bernardino-Ontario, CA MSA",13.0
2011,"Roanoke, VA MSA",6.9
2011,"Rochester, MN MSA",5.6
2011,"Rochester, NY MSA",7.7
2011,"Rockford, IL MSA",11.9
2011,"Rocky Mount, NC MSA",13.5
2011,"Rome, GA MSA",12.1
2011,"Sacramento--Roseville--Arden-Arcade, CA MSA",11.8
2011,"Saginaw, MI MSA",10.2
2011,"Salem, OR MSA",10.2
2011,"Salinas, CA MSA",12.9
2011,"Salisbury, MD-DE MSA",9.4
2011,"Salt Lake City, UT MSA",6.7
2011,"San Angelo, TX MSA",6.3
2011,"San Antonio-New Braunfels, TX MSA",7.1
2011,"San Diego-Carlsbad, CA MSA",10.3
2011,"San Francisco-Oakland-Hayward, CA MSA",9.1
2011,"San German, PR MSA",19.2
2011,"San Jose-Sunnyvale-Santa Clara, CA MSA",9.5
2011,"San Juan-Carolina-Caguas, PR MSA",14.2
2011,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",9.5
2011,"Santa Cruz-Watsonville, CA MSA",13.0
2011,"Santa Fe, NM MSA",6.3
2011,"Santa Maria-Santa Barbara, CA MSA",9.3
2011,"Santa Rosa, CA MSA",10.1
2011,"Savannah, GA MSA",9.8
2011,"Scranton--Wilkes-Barre--Hazleton, PA MSA",9.3
2011,"Seattle-Tacoma-Bellevue, WA MSA",8.7
2011,"Sebastian-Vero Beach, FL MSA",12.7
2011,"Sebring, FL MSA",11.5
2011,"Sheboygan, WI MSA",8.2
2011,"Sherman-Denison, TX MSA",7.9
2011,"Shreveport-Bossier City, LA MSA",7.6
2011,"Sierra Vista-Douglas, AZ MSA",9.6
2011,"Sioux City, IA-NE-SD MSA",5.5
2011,"Sioux Falls, SD MSA",4.3
2011,"South Bend-Mishawaka, IN-MI MSA",10.1
2011,"Spartanburg, SC MSA",11.3
2011,"Spokane-Spokane Valley, WA MSA",9.8
2011,"Springfield, IL MSA",7.4
2011,"Springfield, MA-CT Met NECTA",8.4
2011,"Springfield, MO MSA",7.7
2011,"Springfield, OH MSA",9.5
2011,"St. Cloud, MN MSA",6.5
2011,"St. George, UT MSA",8.9
2011,"St. Joseph, MO-KS MSA",7.9
2011,"St. Louis, MO-IL MSA",8.5
2011,"State College, PA MSA",5.4
2011,"Staunton-Waynesboro, VA MSA",6.8
2011,"Stockton-Lodi, CA MSA",16.2
2011,"Sumter, SC MSA",12.0
2011,"Syracuse, NY MSA",8.3
2011,"Tallahassee, FL MSA",8.3
2011,"Tampa-St. Petersburg-Clearwater, FL MSA",10.0
2011,"Terre Haute, IN MSA",10.4
2011,"Texarkana, TX-AR MSA",7.7
2011,"The Villages, FL MSA",12.1
2011,"Toledo, OH MSA",9.5
2011,"Topeka, KS MSA",6.8
2011,"Trenton, NJ MSA",8.2
2011,"Tucson, AZ MSA",8.5
2011,"Tulsa, OK MSA",6.3
2011,"Tuscaloosa, AL MSA",8.9
2011,"Tyler, TX MSA",7.8
2011,"Urban Honolulu, HI MSA",5.9
2011,"Utica-Rome, NY MSA",8.2
2011,"Valdosta, GA MSA",9.9
2011,"Vallejo-Fairfield, CA MSA",12.1
2011,"Victoria, TX MSA",6.7
2011,"Vineland-Bridgeton, NJ MSA",13.0
2011,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",7.3
2011,"Visalia-Porterville, CA MSA",17.1
2011,"Waco, TX MSA",7.5
2011,"Walla Walla, WA MSA",8.0
2011,"Warner Robins, GA MSA",9.1
2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",6.1
2011,"Waterbury, CT Met NECTA",10.8
2011,"Waterloo-Cedar Falls, IA MSA",5.6
2011,"Watertown-Fort Drum, NY MSA",9.8
2011,"Wausau, WI MSA",7.9
2011,"Weirton-Steubenville, WV-OH MSA",11.3
2011,"Wenatchee, WA MSA",8.6
2011,"Wheeling, WV-OH MSA",8.7
2011,"Wichita Falls, TX MSA",6.8
2011,"Wichita, KS MSA",7.7
2011,"Williamsport, PA MSA",7.7
2011,"Wilmington, NC MSA",9.9
2011,"Winchester, VA-WV MSA",7.0
2011,"Winston-Salem, NC MSA",10.2
2011,"Worcester, MA-CT Met NECTA",7.8
2011,"Yakima, WA MSA",10.6
2011,"York-Hanover, PA MSA",7.5
2011,"Youngstown-Warren-Boardman, OH-PA MSA",9.8
2011,"Yuba City, CA MSA",17.7
2011,"Yuma, AZ MSA",24.4
2011,U.S. Average,8.9
2012,"Abilene, TX MSA",5.8
2012,"Aguadilla-Isabela, PR MSA",18.9
2012,"Akron, OH MSA",7.4
2012,"Albany, GA MSA",10.3
2012,"Albany, OR MSA",10.8
2012,"Albany-Schenectady-Troy, NY MSA",7.3
2012,"Albuquerque, NM MSA",7.2
2012,"Alexandria, LA MSA",7.2
2012,"Allentown-Bethlehem-Easton, PA-NJ MSA",8.5
2012,"Altoona, PA MSA",7.4
2012,"Amarillo, TX MSA",4.8
2012,"Ames, IA MSA",3.6
2012,"Anchorage, AK MSA",6.1
2012,"Ann Arbor, MI MSA",6.0
2012,"Anniston-Oxford-Jacksonville, AL MSA",8.8
2012,"Appleton, WI MSA",6.2
2012,"Arecibo, PR MSA",15.9
2012,"Asheville, NC MSA",7.6
2012,"Athens-Clarke County, GA MSA",8.2
2012,"Atlanta-Sandy Springs-Roswell, GA MSA",8.8
2012,"Atlantic City-Hammonton, NJ MSA",12.7
2012,"Auburn-Opelika, AL MSA",6.9
